img_name,img_type1,img_type2,evolution,name_clean,name,pokedex_number,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,base_total,generation,is_legendary,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,capture_rate,base_egg_steps,height_m,weight_kg,classfication,abilities,final_type1,final_type2
victreebel,Grass,Poison,,victreebel,Victreebel,71.0,grass,poison,80.0,105.0,65.0,100.0,70.0,70.0,490.0,1.0,0.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,45,5120.0,1.7,15.5,Flycatcher Pokémon,"['Chlorophyll', 'Gluttony']",grass,poison
tentacool,Water,Poison,,tentacool,Tentacool,72.0,water,poison,40.0,40.0,35.0,50.0,100.0,70.0,335.0,1.0,0.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,190,5120.0,0.9,45.5,Jellyfish Pokémon,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",water,poison
tentacruel,Water,Poison,,tentacruel,Tentacruel,73.0,water,poison,80.0,70.0,65.0,80.0,120.0,100.0,515.0,1.0,0.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,5120.0,1.6,55.0,Jellyfish Pokémon,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",water,poison
geodude,Rock,Ground,,geodude,Geodude,74.0,rock,ground,40.0,80.0,100.0,30.0,30.0,20.0,300.0,1.0,0.0,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,255,3840.0,,,Rock Pokémon,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",rock,ground
graveler,Rock,Ground,,graveler,Graveler,75.0,rock,ground,55.0,95.0,115.0,45.0,45.0,35.0,390.0,1.0,0.0,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,120,3840.0,,,Rock Pokémon,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",rock,ground
golem,Rock,Ground,,golem,Golem,76.0,rock,ground,80.0,120.0,130.0,55.0,65.0,45.0,495.0,1.0,0.0,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,45,3840.0,,,Megaton Pokémon,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",rock,ground
ponyta,Fire,,,ponyta,Ponyta,77.0,fire,,50.0,85.0,55.0,65.0,65.0,90.0,410.0,1.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,190,5120.0,1.0,30.0,Fire Horse Pokémon,"['Run Away', 'Flash Fire', 'Flame Body']",fire,
rapidash,Fire,,,rapidash,Rapidash,78.0,fire,,65.0,100.0,70.0,80.0,80.0,105.0,500.0,1.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,60,5120.0,1.7,95.0,Fire Horse Pokémon,"['Run Away', 'Flash Fire', 'Flame Body']",fire,
slowpoke,Water,Psychic,,slowpoke,Slowpoke,79.0,water,psychic,90.0,65.0,65.0,40.0,40.0,15.0,315.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,190,5120.0,1.2,36.0,Dopey Pokémon,"['Oblivious', 'Own Tempo', 'Regenerator']",water,psychic
slowbro,Water,Psychic,,slowbro,Slowbro,80.0,water,psychic,95.0,75.0,180.0,130.0,80.0,30.0,590.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,75,5120.0,1.6,78.5,Hermit Crab Pokémon,"['Oblivious', 'Own Tempo', 'Regenerator']",water,psychic
magnemite,Electric,Steel,,magnemite,Magnemite,81.0,electric,steel,25.0,35.0,70.0,95.0,55.0,45.0,325.0,1.0,0.0,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,190,5120.0,0.3,6.0,Magnet Pokémon,"['Magnet Pull', 'Sturdy', 'Analytic']",electric,steel
magneton,Electric,Steel,,magneton,Magneton,82.0,electric,steel,50.0,60.0,95.0,120.0,70.0,70.0,465.0,1.0,0.0,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,60,5120.0,1.0,60.0,Magnet Pokémon,"['Magnet Pull', 'Sturdy', 'Analytic']",electric,steel
farfetchd,Normal,Flying,,farfetchd,Farfetch'd,83.0,normal,flying,52.0,90.0,55.0,58.0,62.0,60.0,377.0,1.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,45,5120.0,0.8,15.0,Wild Duck Pokémon,"['Keen Eye', 'Inner Focus', 'Defiant']",normal,flying
doduo,Normal,Flying,,doduo,Doduo,84.0,normal,flying,35.0,85.0,45.0,35.0,35.0,75.0,310.0,1.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,190,5120.0,1.4,39.2,Twin Bird Pokémon,"['Run Away', 'Early Bird', 'Tangled Feet']",normal,flying
dodrio,Normal,Flying,,dodrio,Dodrio,85.0,normal,flying,60.0,110.0,70.0,60.0,60.0,110.0,470.0,1.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,45,5120.0,1.8,85.2,Triple Bird Pokémon,"['Run Away', 'Early Bird', 'Tangled Feet']",normal,flying
seel,Water,,,seel,Seel,86.0,water,,65.0,45.0,55.0,45.0,70.0,45.0,325.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,190,5120.0,1.1,90.0,Sea Lion Pokémon,"['Thick Fat', 'Hydration', 'Ice Body']",water,
dewgong,Water,Ice,,dewgong,Dewgong,87.0,water,ice,90.0,70.0,80.0,70.0,95.0,70.0,475.0,1.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,75,5120.0,1.7,120.0,Sea Lion Pokémon,"['Thick Fat', 'Hydration', 'Ice Body']",water,ice
grimer,Poison,,,grimer,Grimer,88.0,poison,poison,80.0,80.0,50.0,40.0,50.0,25.0,325.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,190,5120.0,,,Sludge Pokémon,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",poison,poison
muk,Poison,,,muk,Muk,89.0,poison,poison,105.0,105.0,75.0,65.0,100.0,50.0,500.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,75,5120.0,,,Sludge Pokémon,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",poison,poison
shellder,Water,,,shellder,Shellder,90.0,water,,30.0,65.0,100.0,45.0,25.0,40.0,305.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,190,5120.0,0.3,4.0,Bivalve Pokémon,"['Shell Armor', 'Skill Link', 'Overcoat']",water,
cloyster,Water,Ice,,cloyster,Cloyster,91.0,water,ice,50.0,95.0,180.0,85.0,45.0,70.0,525.0,1.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,60,5120.0,1.5,132.5,Bivalve Pokémon,"['Shell Armor', 'Skill Link', 'Overcoat']",water,ice
gastly,Ghost,Poison,,gastly,Gastly,92.0,ghost,poison,30.0,35.0,30.0,100.0,35.0,80.0,310.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,190,5120.0,1.3,0.1,Gas Pokémon,['Levitate'],ghost,poison
haunter,Ghost,Poison,,haunter,Haunter,93.0,ghost,poison,45.0,50.0,45.0,115.0,55.0,95.0,405.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,90,5120.0,1.6,0.1,Gas Pokémon,['Levitate'],ghost,poison
gengar,Ghost,Poison,,gengar,Gengar,94.0,ghost,poison,60.0,65.0,80.0,170.0,95.0,130.0,600.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,45,5120.0,1.5,40.5,Shadow Pokémon,['Cursed Body'],ghost,poison
onix,Rock,Ground,,onix,Onix,95.0,rock,ground,35.0,45.0,160.0,30.0,45.0,70.0,385.0,1.0,0.0,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,45,6400.0,8.8,210.0,Rock Snake Pokémon,"['Rock Head', 'Sturdy', 'Weak Armor']",rock,ground
drowzee,Psychic,,,drowzee,Drowzee,96.0,psychic,,60.0,48.0,45.0,43.0,90.0,42.0,328.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,190,5120.0,1.0,32.4,Hypnosis Pokémon,"['Insomnia', 'Forewarn', 'Inner Focus']",psychic,
hypno,Psychic,,,hypno,Hypno,97.0,psychic,,85.0,73.0,70.0,73.0,115.0,67.0,483.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,75,5120.0,1.6,75.6,Hypnosis Pokémon,"['Insomnia', 'Forewarn', 'Inner Focus']",psychic,
krabby,Water,,,krabby,Krabby,98.0,water,,30.0,105.0,90.0,25.0,25.0,50.0,325.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,225,5120.0,0.4,6.5,River Crab Pokémon,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",water,
kingler,Water,,,kingler,Kingler,99.0,water,,55.0,130.0,115.0,50.0,50.0,75.0,475.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,5120.0,1.3,60.0,Pincer Pokémon,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",water,
voltorb,Electric,,,voltorb,Voltorb,100.0,electric,,40.0,30.0,50.0,55.0,55.0,100.0,330.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,190,5120.0,0.5,10.4,Ball Pokémon,"['Soundproof', 'Static', 'Aftermath']",electric,
electrode,Electric,,,electrode,Electrode,101.0,electric,,60.0,50.0,70.0,80.0,80.0,150.0,490.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,5120.0,1.2,66.6,Ball Pokémon,"['Soundproof', 'Static', 'Aftermath']",electric,
exeggcute,Grass,Psychic,,exeggcute,Exeggcute,102.0,grass,psychic,60.0,40.0,80.0,60.0,45.0,40.0,325.0,1.0,0.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,90,5120.0,0.4,2.5,Egg Pokémon,"['Chlorophyll', 'Harvest']",grass,psychic
exeggutor,Grass,Psychic,,exeggutor,Exeggutor,103.0,grass,psychic,95.0,105.0,85.0,125.0,75.0,45.0,530.0,1.0,0.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,45,5120.0,,,Coconut Pokémon,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",grass,psychic
cubone,Ground,,,cubone,Cubone,104.0,ground,,50.0,50.0,95.0,40.0,50.0,35.0,320.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,190,5120.0,0.4,6.5,Lonely Pokémon,"['Rock Head', 'Lightningrod', 'Battle Armor']",ground,
marowak,Ground,,,marowak,Marowak,105.0,ground,fire,60.0,80.0,110.0,50.0,80.0,45.0,425.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,75,5120.0,,,Bone Keeper Pokémon,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",ground,fire
hitmonlee,Fighting,,,hitmonlee,Hitmonlee,106.0,fighting,,50.0,120.0,53.0,35.0,110.0,87.0,455.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,45,6400.0,1.5,49.8,Kicking Pokémon,"['Limber', 'Reckless', 'Unburden']",fighting,
hitmonchan,Fighting,,,hitmonchan,Hitmonchan,107.0,fighting,,50.0,105.0,79.0,35.0,110.0,76.0,455.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,45,6400.0,1.4,50.2,Punching Pokémon,"['Keen Eye', 'Iron Fist', 'Inner Focus']",fighting,
lickitung,Normal,,,lickitung,Lickitung,108.0,normal,,90.0,55.0,75.0,60.0,75.0,30.0,385.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45,5120.0,1.2,65.5,Licking Pokémon,"['Own Tempo', 'Oblivious', 'Cloud Nine']",normal,
koffing,Poison,,,koffing,Koffing,109.0,poison,,40.0,65.0,95.0,60.0,45.0,35.0,340.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,190,5120.0,0.6,1.0,Poison Gas Pokémon,['Levitate'],poison,
weezing,Poison,,,weezing,Weezing,110.0,poison,,65.0,90.0,120.0,85.0,70.0,60.0,490.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,60,5120.0,1.2,9.5,Poison Gas Pokémon,['Levitate'],poison,
rhyhorn,Ground,Rock,,rhyhorn,Rhyhorn,111.0,ground,rock,80.0,85.0,95.0,30.0,30.0,25.0,345.0,1.0,0.0,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,120,5120.0,1.0,115.0,Spikes Pokémon,"['Lightningrod', 'Rock Head', 'Reckless']",ground,rock
rhydon,Ground,Rock,,rhydon,Rhydon,112.0,ground,rock,105.0,130.0,120.0,45.0,45.0,40.0,485.0,1.0,0.0,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,60,5120.0,1.9,120.0,Drill Pokémon,"['Lightningrod', 'Rock Head', 'Reckless']",ground,rock
chansey,Normal,,,chansey,Chansey,113.0,normal,,250.0,5.0,5.0,35.0,105.0,50.0,450.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,30,10240.0,1.1,34.6,Egg Pokémon,"['Natural Cure', 'Serene Grace', 'Healer']",normal,
tangela,Grass,,,tangela,Tangela,114.0,grass,,65.0,55.0,115.0,100.0,40.0,60.0,435.0,1.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,45,5120.0,1.0,35.0,Vine Pokémon,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",grass,
kangaskhan,Normal,,,kangaskhan,Kangaskhan,115.0,normal,,105.0,125.0,100.0,60.0,100.0,100.0,590.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45,5120.0,2.2,80.0,Parent Pokémon,"['Early Bird', 'Scrappy', 'Inner Focus']",normal,
horsea,Water,,,horsea,Horsea,116.0,water,,30.0,40.0,70.0,70.0,25.0,60.0,295.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,225,5120.0,0.4,8.0,Dragon Pokémon,"['Swift Swim', 'Sniper', 'Damp']",water,
seadra,Water,,,seadra,Seadra,117.0,water,,55.0,65.0,95.0,95.0,45.0,85.0,440.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120.0,1.2,25.0,Dragon Pokémon,"['Poison Point', 'Sniper', 'Damp']",water,
goldeen,Water,,,goldeen,Goldeen,118.0,water,,45.0,67.0,60.0,35.0,50.0,63.0,320.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,225,5120.0,0.6,15.0,Goldfish Pokémon,"['Swift Swim', 'Water Veil', 'Lightningrod']",water,
seaking,Water,,,seaking,Seaking,119.0,water,,80.0,92.0,65.0,65.0,80.0,68.0,450.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,5120.0,1.3,39.0,Goldfish Pokémon,"['Swift Swim', 'Water Veil', 'Lightningrod']",water,
staryu,Water,,,staryu,Staryu,120.0,water,,30.0,45.0,55.0,70.0,55.0,85.0,340.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,225,5120.0,0.8,34.5,Starshape Pokémon,"['Illuminate', 'Natural Cure', 'Analytic']",water,
starmie,Water,Psychic,,starmie,Starmie,121.0,water,psychic,60.0,75.0,85.0,100.0,85.0,115.0,520.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,60,5120.0,1.1,80.0,Mysterious Pokémon,"['Illuminate', 'Natural Cure', 'Analytic']",water,psychic
mr-mime,Psychic,Fairy,,mr-mime,Mr. Mime,122.0,psychic,fairy,40.0,45.0,65.0,100.0,120.0,90.0,460.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,45,6400.0,1.3,54.5,Barrier Pokémon,"['Soundproof', 'Filter', 'Technician']",psychic,fairy
scyther,Bug,Flying,,scyther,Scyther,123.0,bug,flying,70.0,110.0,80.0,55.0,80.0,105.0,500.0,1.0,0.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,45,6400.0,1.5,56.0,Mantis Pokémon,"['Swarm', 'Technician', 'Steadfast']",bug,flying
jynx,Ice,Psychic,,jynx,Jynx,124.0,ice,psychic,65.0,50.0,35.0,115.0,95.0,95.0,455.0,1.0,0.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,45,6400.0,1.4,40.6,Humanshape Pokémon,"['Oblivious', 'Forewarn', 'Dry Skin']",ice,psychic
electabuzz,Electric,,,electabuzz,Electabuzz,125.0,electric,,65.0,83.0,57.0,95.0,85.0,105.0,490.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,6400.0,1.1,30.0,Electric Pokémon,"['Static', 'Vital Spirit']",electric,
magmar,Fire,,,magmar,Magmar,126.0,fire,,65.0,95.0,57.0,100.0,85.0,93.0,495.0,1.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,45,6400.0,1.3,44.5,Spitfire Pokémon,"['Flame Body', 'Vital Spirit']",fire,
pinsir,Bug,,,pinsir,Pinsir,127.0,bug,,65.0,155.0,120.0,65.0,90.0,105.0,600.0,1.0,0.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,45,6400.0,1.5,55.0,Stagbeetle Pokémon,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",bug,
tauros,Normal,,,tauros,Tauros,128.0,normal,,75.0,100.0,95.0,40.0,70.0,110.0,490.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45,5120.0,1.4,88.4,Wild Bull Pokémon,"['Intimidate', 'Anger Point', 'Sheer Force']",normal,
magikarp,Water,,,magikarp,Magikarp,129.0,water,,20.0,10.0,55.0,15.0,20.0,80.0,200.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,255,1280.0,0.9,10.0,Fish Pokémon,"['Swift Swim', 'Rattled']",water,
gyarados,Water,Flying,,gyarados,Gyarados,130.0,water,flying,95.0,155.0,109.0,70.0,130.0,81.0,640.0,1.0,0.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,45,1280.0,6.5,235.0,Atrocious Pokémon,"['Intimidate', 'Moxie']",water,flying
lapras,Water,Ice,,lapras,Lapras,131.0,water,ice,130.0,85.0,80.0,85.0,95.0,60.0,535.0,1.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,45,10240.0,2.5,220.0,Transport Pokémon,"['Water Absorb', 'Shell Armor', 'Hydration']",water,ice
ditto,Normal,,,ditto,Ditto,132.0,normal,,48.0,48.0,48.0,48.0,48.0,48.0,288.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,35,5120.0,0.3,4.0,Transform Pokémon,"['Limber', 'Imposter']",normal,
eevee,Normal,,,eevee,Eevee,133.0,normal,,55.0,55.0,50.0,45.0,65.0,55.0,325.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45,8960.0,0.3,6.5,Evolution Pokémon,"['Run Away', 'Adaptability', 'Anticipation']",normal,
vaporeon,Water,,,vaporeon,Vaporeon,134.0,water,,130.0,65.0,60.0,110.0,95.0,65.0,525.0,1.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,8960.0,1.0,29.0,Bubble Jet Pokémon,"['Water Absorb', 'Hydration']",water,
jolteon,Electric,,,jolteon,Jolteon,135.0,electric,,65.0,65.0,60.0,110.0,95.0,130.0,525.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,8960.0,0.8,24.5,Lightning Pokémon,"['Volt Absorb', 'Quick Feet']",electric,
flareon,Fire,,,flareon,Flareon,136.0,fire,,65.0,130.0,60.0,95.0,110.0,65.0,525.0,1.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,45,8960.0,0.9,25.0,Flame Pokémon,"['Flash Fire', 'Guts']",fire,
porygon,Normal,,,porygon,Porygon,137.0,normal,,65.0,60.0,70.0,85.0,75.0,40.0,395.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45,5120.0,0.8,36.5,Virtual Pokémon,"['Trace', 'Download', 'Analytic']",normal,
omanyte,Rock,Water,,omanyte,Omanyte,138.0,rock,water,35.0,40.0,100.0,90.0,55.0,35.0,355.0,1.0,0.0,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,7680.0,0.4,7.5,Spiral Pokémon,"['Swift Swim', 'Shell Armor', 'Weak Armor']",rock,water
omastar,Rock,Water,,omastar,Omastar,139.0,rock,water,70.0,60.0,125.0,115.0,70.0,55.0,495.0,1.0,0.0,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,7680.0,1.0,35.0,Spiral Pokémon,"['Swift Swim', 'Shell Armor', 'Weak Armor']",rock,water
kabuto,Rock,Water,,kabuto,Kabuto,140.0,rock,water,30.0,80.0,90.0,55.0,45.0,55.0,355.0,1.0,0.0,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,7680.0,0.5,11.5,Shellfish Pokémon,"['Swift Swim', 'Battle Armor', 'Weak Armor']",rock,water
kabutops,Rock,Water,,kabutops,Kabutops,141.0,rock,water,60.0,115.0,105.0,65.0,70.0,80.0,495.0,1.0,0.0,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,7680.0,1.3,40.5,Shellfish Pokémon,"['Swift Swim', 'Battle Armor', 'Weak Armor']",rock,water
aerodactyl,Rock,Flying,,aerodactyl,Aerodactyl,142.0,rock,flying,80.0,135.0,85.0,70.0,95.0,150.0,615.0,1.0,0.0,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,45,8960.0,1.8,59.0,Fossil Pokémon,"['Rock Head', 'Pressure', 'Unnerve']",rock,flying
